No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;;;;;;
3129;300.647.277;23.111.9.35;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65129 [ACK] Seq=45935 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3130;300.647.277;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=41735 Ack=1137 Win=31744 Len=1400;;;;;;;;;;;;;;;
3131;300.647.277;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=43135 Ack=1137 Win=31744 Len=1400;;;;;;;;;;;;;;;
3132;300.647.277;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=38935 Ack=1137 Win=31744 Len=1400;;;;;;;;;;;;;;;
3133;300.647.277;23.111.9.35;192.168.43.47;TCP;1454;443  >  65129 [ACK] Seq=47335 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3134;300.647.277;23.111.9.35;192.168.43.47;TLSv1.2;1454;[TCP Fast Retransmission] , Ignored Unknown Record;;;;;;;;;;;;;;;
3135;300.647.277;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=40335 Ack=1137 Win=31744 Len=1400;;;;;;;;;;;;;;;
3136;300.647.277;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=44535 Ack=1137 Win=31744 Len=1400;;;;;;;;;;;;;;;
3137;300.647.651;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3122#4] 65129  >  443 [ACK] Seq=1137 Ack=27735 Win=65792 Len=0 SLE=29135 SRE=34735 SLE=36135 SRE=38935;;;;;;;;;;;;;;;
3138;300.647.855;192.168.43.47;23.111.9.35;TCP;66;[TCP Dup ACK 3122#5] 65129  >  443 [ACK] Seq=1137 Ack=27735 Win=65792 Len=0 SLE=29135 SRE=38935;;;;;;;;;;;;;;;
3139;300.647.956;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3122#6] 65129  >  443 [ACK] Seq=1137 Ack=27735 Win=65792 Len=0 SLE=45935 SRE=47335 SLE=29135 SRE=38935;;;;;;;;;;;;;;;
3140;300.648.056;192.168.43.47;23.111.9.35;TCP;82;[TCP Dup ACK 3122#7] 65129  >  443 [ACK] Seq=1137 Ack=27735 Win=65792 Len=0 SLE=41735 SRE=44535 SLE=45935 SRE=47335 SLE=29135 SRE=38935;;;;;;;;;;;;;;;
3141;300.648.158;192.168.43.47;23.111.9.35;TCP;82;[TCP Dup ACK 3122#8] 65129  >  443 [ACK] Seq=1137 Ack=27735 Win=65792 Len=0 SLE=29135 SRE=40335 SLE=41735 SRE=44535 SLE=45935 SRE=47335;;;;;;;;;;;;;;;
3142;300.648.250;192.168.43.47;23.111.9.35;TCP;82;[TCP Dup ACK 3122#9] 65129  >  443 [ACK] Seq=1137 Ack=27735 Win=65792 Len=0 SLE=45935 SRE=48735 SLE=29135 SRE=40335 SLE=41735 SRE=44535;;;;;;;;;;;;;;;
3143;300.648.384;192.168.43.47;23.111.9.35;TCP;74;65129  >  443 [ACK] Seq=1137 Ack=40335 Win=65792 Len=0 SLE=45935 SRE=48735 SLE=41735 SRE=44535;;;;;;;;;;;;;;;
3144;300.648.489;192.168.43.47;23.111.9.35;TCP;66;65129  >  443 [ACK] Seq=1137 Ack=44535 Win=65792 Len=0 SLE=45935 SRE=48735;;;;;;;;;;;;;;;
3145;300.648.597;192.168.43.47;23.111.9.35;TCP;54;65129  >  443 [ACK] Seq=1137 Ack=48735 Win=65792 Len=0;;;;;;;;;;;;;;;
3146;300.672.909;74.125.68.139;192.168.43.47;TCP;66;443  >  65132 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256;;;;;;;;;;;;;;;
3147;300.673.164;192.168.43.47;74.125.68.139;TCP;54;65132  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
3148;300.674.040;192.168.43.47;74.125.68.139;TLSv1.2;571;Client Hello;;;;;;;;;;;;;;;
3149;300.713.566;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=1 Ack=518 Win=66816 Len=0;;;;;;;;;;;;;;;
3150;300.714.266;74.125.68.139;192.168.43.47;TLSv1.2;1454;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
3151;300.714.266;74.125.68.139;192.168.43.47;TLSv1.2;1079;Ignored Unknown Record;;;;;;;;;;;;;;;
3152;300.714.266;74.125.68.139;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65132 [ACK] Seq=1 Ack=518 Win=66816 Len=1400;;;;;;;;;;;;;;;
3153;300.714.409;192.168.43.47;74.125.68.139;TCP;66;[TCP Dup ACK 3147#1] 65132  >  443 [ACK] Seq=518 Ack=1 Win=65792 Len=0 SLE=1401 SRE=2801;;;;;;;;;;;;;;;
3154;300.714.610;192.168.43.47;74.125.68.139;TCP;66;[TCP Dup ACK 3147#2] 65132  >  443 [ACK] Seq=518 Ack=1 Win=65792 Len=0 SLE=1401 SRE=3826;;;;;;;;;;;;;;;
3155;300.714.740;192.168.43.47;74.125.68.139;TCP;54;65132  >  443 [ACK] Seq=518 Ack=3826 Win=65792 Len=0;;;;;;;;;;;;;;;
3156;300.737.685;192.168.43.47;74.125.68.139;TLSv1.2;118;Change Cipher Spec, Application Data;;;;;;;;;;;;;;;
3157;300.738.466;192.168.43.47;74.125.68.139;TLSv1.2;146;Application Data;;;;;;;;;;;;;;;
3158;300.739.221;192.168.43.47;74.125.68.139;TLSv1.2;434;Application Data;;;;;;;;;;;;;;;
3159;300.739.461;192.168.43.47;74.125.68.139;TCP;1454;65132  >  443 [ACK] Seq=1054 Ack=3826 Win=65792 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3160;300.739.461;192.168.43.47;74.125.68.139;TCP;1454;65132  >  443 [ACK] Seq=2454 Ack=3826 Win=65792 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3161;300.739.461;192.168.43.47;74.125.68.139;TLSv1.2;137;Application Data;;;;;;;;;;;;;;;
3162;300.739.760;192.168.43.47;74.125.68.139;TLSv1.2;598;Application Data;;;;;;;;;;;;;;;
3165;300.780.318;74.125.68.139;192.168.43.47;TLSv1.2;634;Application Data, Application Data;;;;;;;;;;;;;;;
3166;300.780.604;74.125.68.139;192.168.43.47;TLSv1.2;85;Application Data;;;;;;;;;;;;;;;
3167;300.780.680;192.168.43.47;74.125.68.139;TCP;54;65132  >  443 [ACK] Seq=4481 Ack=4437 Win=65024 Len=0;;;;;;;;;;;;;;;
3168;300.782.476;192.168.43.47;74.125.68.139;TLSv1.2;85;Application Data;;;;;;;;;;;;;;;
3170;300.788.353;192.168.43.47;172.67.38.97;TLSv1.3;508;Application Data;;;;;;;;;;;;;;;
3171;300.791.736;192.168.43.47;103.208.137.6;TLSv1.2;971;Application Data;;;;;;;;;;;;;;;
3172;300.797.286;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=4437 Ack=1054 Win=67840 Len=0;;;;;;;;;;;;;;;
3173;300.800.310;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=4437 Ack=2454 Win=70656 Len=0;;;;;;;;;;;;;;;
3174;300.801.323;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=4437 Ack=3854 Win=73472 Len=0;;;;;;;;;;;;;;;
3175;300.801.554;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=4437 Ack=3937 Win=73472 Len=0;;;;;;;;;;;;;;;
3176;300.801.718;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=4437 Ack=4481 Win=76288 Len=0;;;;;;;;;;;;;;;
3177;300.805.398;74.125.68.139;192.168.43.47;TLSv1.2;406;Application Data;;;;;;;;;;;;;;;
3178;300.805.686;74.125.68.139;192.168.43.47;TLSv1.2;93;[TCP Previous segment not captured] , Application Data;;;;;;;;;;;;;;;
3179;300.805.686;74.125.68.139;192.168.43.47;TCP;421;[TCP Out-Of-Order] 443  >  65132 [PSH, ACK] Seq=4789 Ack=4481 Win=76288 Len=367;;;;;;;;;;;;;;;
3180;300.805.784;192.168.43.47;74.125.68.139;TCP;66;65132  >  443 [ACK] Seq=4512 Ack=4789 Win=64768 Len=0 SLE=5156 SRE=5195;;;;;;;;;;;;;;;
3181;300.805.993;192.168.43.47;74.125.68.139;TCP;54;65132  >  443 [ACK] Seq=4512 Ack=5195 Win=64256 Len=0;;;;;;;;;;;;;;;
3182;300.808.548;192.168.43.47;74.125.68.139;TLSv1.2;93;Application Data;;;;;;;;;;;;;;;
3183;300.837.292;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=5195 Ack=4512 Win=76288 Len=0;;;;;;;;;;;;;;;
3184;300.838.210;23.111.9.35;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65129 [ACK] Seq=51535 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3185;300.838.342;192.168.43.47;23.111.9.35;TCP;66;[TCP Dup ACK 3145#1] 65129  >  443 [ACK] Seq=1137 Ack=48735 Win=65792 Len=0 SLE=51535 SRE=52935;;;;;;;;;;;;;;;
3186;300.838.655;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=48735 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3187;300.838.745;192.168.43.47;23.111.9.35;TCP;66;65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=51535 SRE=52935;;;;;;;;;;;;;;;
3188;300.841.483;23.111.9.35;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65129 [ACK] Seq=55735 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3189;300.841.617;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3187#1] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=55735 SRE=57135 SLE=51535 SRE=52935;;;;;;;;;;;;;;;
3190;300.843.301;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=52935 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3191;300.843.301;23.111.9.35;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65129 [ACK] Seq=62735 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3192;300.843.301;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=59935 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3193;300.843.301;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=27735 Ack=1137 Win=31744 Len=1400;;;;;;;;;;;;;;;
3194;300.843.301;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=61335 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3195;300.843.301;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=57135 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3196;300.843.301;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=54335 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3197;300.843.492;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3187#2] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=51535 SRE=54335 SLE=55735 SRE=57135;;;;;;;;;;;;;;;
3198;300.843.646;192.168.43.47;23.111.9.35;TCP;82;[TCP Dup ACK 3187#3] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=62735 SRE=64135 SLE=51535 SRE=54335 SLE=55735 SRE=57135;;;;;;;;;;;;;;;
3199;300.843.742;192.168.43.47;23.111.9.35;TCP;90;[TCP Dup ACK 3187#4] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=59935 SRE=61335 SLE=62735 SRE=64135 SLE=51535 SRE=54335 SLE=55735 SRE=57135;;;;;;;;;;;;;;;
3200;300.843.820;192.168.43.47;23.111.9.35;TCP;90;[TCP Dup ACK 3187#5] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=27735 SRE=29135 SLE=59935 SRE=61335 SLE=62735 SRE=64135 SLE=51535 SRE=54335;;;;;;;;;;;;;;;
3201;300.843.906;192.168.43.47;23.111.9.35;TCP;82;[TCP Dup ACK 3187#6] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=59935 SRE=64135 SLE=51535 SRE=54335 SLE=55735 SRE=57135;;;;;;;;;;;;;;;
3202;300.843.989;192.168.43.47;23.111.9.35;TCP;82;[TCP Dup ACK 3187#7] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=55735 SRE=58535 SLE=59935 SRE=64135 SLE=51535 SRE=54335;;;;;;;;;;;;;;;
3203;300.844.086;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3187#8] 65129  >  443 [ACK] Seq=1137 Ack=50135 Win=65792 Len=0 SLE=51535 SRE=58535 SLE=59935 SRE=64135;;;;;;;;;;;;;;;
3205;300.849.118;23.111.9.35;192.168.43.47;TCP;1454;[TCP Fast Retransmission] 443  >  65129 [ACK] Seq=50135 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3206;300.849.297;192.168.43.47;23.111.9.35;TCP;66;65129  >  443 [ACK] Seq=1137 Ack=58535 Win=65792 Len=0 SLE=59935 SRE=64135;;;;;;;;;;;;;;;
3207;300.849.695;103.208.137.6;192.168.43.47;TLSv1.2;1421;Application Data;;;;;;;;;;;;;;;
3208;300.849.695;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
3209;300.849.695;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=58535 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3210;300.849.847;192.168.43.47;23.111.9.35;TCP;54;65129  >  443 [ACK] Seq=1137 Ack=64135 Win=65792 Len=0;;;;;;;;;;;;;;;
3211;300.849.948;192.168.43.47;103.208.137.6;TCP;54;65120  >  443 [ACK] Seq=3276 Ack=41847 Win=65792 Len=0;;;;;;;;;;;;;;;
3212;300.855.199;23.111.9.35;192.168.43.47;TCP;1454;443  >  65129 [ACK] Seq=64135 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3213;300.855.649;23.111.9.35;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65129 [ACK] Seq=66935 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3214;300.855.649;23.111.9.35;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65129 [ACK] Seq=69735 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3215;300.855.766;192.168.43.47;23.111.9.35;TCP;66;65129  >  443 [ACK] Seq=1137 Ack=65535 Win=65792 Len=0 SLE=66935 SRE=68335;;;;;;;;;;;;;;;
3216;300.855.971;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3215#1] 65129  >  443 [ACK] Seq=1137 Ack=65535 Win=65792 Len=0 SLE=69735 SRE=71135 SLE=66935 SRE=68335;;;;;;;;;;;;;;;
3217;300.856.460;23.111.9.35;192.168.43.47;TCP;1454;443  >  65129 [ACK] Seq=71135 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3218;300.856.460;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=65535 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3219;300.856.460;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=68335 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3220;300.856.599;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3215#2] 65129  >  443 [ACK] Seq=1137 Ack=65535 Win=65792 Len=0 SLE=69735 SRE=72535 SLE=66935 SRE=68335;;;;;;;;;;;;;;;
3221;300.856.759;192.168.43.47;23.111.9.35;TCP;66;65129  >  443 [ACK] Seq=1137 Ack=68335 Win=65792 Len=0 SLE=69735 SRE=72535;;;;;;;;;;;;;;;
3222;300.856.860;192.168.43.47;23.111.9.35;TCP;54;65129  >  443 [ACK] Seq=1137 Ack=72535 Win=65792 Len=0;;;;;;;;;;;;;;;
3223;300.860.775;74.125.68.139;192.168.43.47;TCP;54;443  >  65132 [ACK] Seq=5195 Ack=4551 Win=76288 Len=0;;;;;;;;;;;;;;;
3224;300.871.697;172.67.38.97;192.168.43.47;TCP;54;443  >  65122 [ACK] Seq=16512 Ack=1747 Win=69632 Len=0;;;;;;;;;;;;;;;
3227;300.897.854;192.168.43.47;172.217.194.95;TLSv1.3;367;Application Data;;;;;;;;;;;;;;;
3228;300.944.988;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=7901 Ack=3515 Win=75520 Len=0;;;;;;;;;;;;;;;
3229;300.964.144;192.168.43.47;103.208.137.6;TLSv1.2;902;Application Data;;;;;;;;;;;;;;;
3230;300.965.795;192.168.43.47;103.208.137.6;TLSv1.2;940;Application Data;;;;;;;;;;;;;;;
3231;300.989.880;172.217.194.95;192.168.43.47;TLSv1.3;213;Application Data;;;;;;;;;;;;;;;
3232;300.990.146;172.217.194.95;192.168.43.47;TLSv1.3;130;Application Data;;;;;;;;;;;;;;;
3233;300.990.221;192.168.43.47;172.217.194.95;TCP;54;49915  >  443 [ACK] Seq=3515 Ack=8136 Win=64768 Len=0;;;;;;;;;;;;;;;
3234;300.991.333;172.217.194.95;192.168.43.47;TLSv1.3;85;Application Data;;;;;;;;;;;;;;;
3235;300.991.905;172.217.194.95;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
3236;300.991.976;192.168.43.47;172.217.194.95;TCP;54;49915  >  443 [ACK] Seq=3515 Ack=8206 Win=64512 Len=0;;;;;;;;;;;;;;;
3237;300.992.723;192.168.43.47;172.217.194.95;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
3238;301.023.131;23.111.9.35;192.168.43.47;TCP;1454;443  >  65129 [ACK] Seq=72535 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3239;301.026.592;103.208.137.6;192.168.43.47;TLSv1.2;812;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
3240;301.026.752;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 2954#1] 65121  >  443 [ACK] Seq=5053 Ack=172802 Win=65792 Len=0 SLE=174202 SRE=174960;;;;;;;;;;;;;;;
3241;301.027.171;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=172802 Ack=5053 Win=64128 Len=1400;;;;;;;;;;;;;;;
3242;301.027.171;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
3243;301.027.171;23.111.9.35;192.168.43.47;TCP;1454;443  >  65129 [ACK] Seq=73935 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3244;301.027.293;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=5053 Ack=174960 Win=65792 Len=0;;;;;;;;;;;;;;;
3245;301.027.427;192.168.43.47;23.111.9.35;TCP;54;65129  >  443 [ACK] Seq=1137 Ack=75335 Win=65792 Len=0;;;;;;;;;;;;;;;
3246;301.034.962;23.111.9.35;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65129 [ACK] Seq=78135 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3247;301.035.119;192.168.43.47;23.111.9.35;TCP;66;[TCP Dup ACK 3245#1] 65129  >  443 [ACK] Seq=1137 Ack=75335 Win=65792 Len=0 SLE=78135 SRE=79535;;;;;;;;;;;;;;;
3248;301.035.782;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=75335 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3249;301.035.782;23.111.9.35;192.168.43.47;TLSv1.2;1454;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
3250;301.035.782;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=79535 Ack=1137 Win=31744 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3251;301.035.908;192.168.43.47;23.111.9.35;TCP;66;65129  >  443 [ACK] Seq=1137 Ack=76735 Win=65792 Len=0 SLE=78135 SRE=79535;;;;;;;;;;;;;;;
3252;301.036.023;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3251#1] 65129  >  443 [ACK] Seq=1137 Ack=76735 Win=65792 Len=0 SLE=82335 SRE=83735 SLE=78135 SRE=79535;;;;;;;;;;;;;;;
3253;301.036.121;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3251#2] 65129  >  443 [ACK] Seq=1137 Ack=76735 Win=65792 Len=0 SLE=78135 SRE=80935 SLE=82335 SRE=83735;;;;;;;;;;;;;;;
3254;301.036.323;23.111.9.35;192.168.43.47;TLSv1.2;1391;Ignored Unknown Record;;;;;;;;;;;;;;;
3255;301.036.388;192.168.43.47;23.111.9.35;TCP;74;[TCP Dup ACK 3251#3] 65129  >  443 [ACK] Seq=1137 Ack=76735 Win=65792 Len=0 SLE=82335 SRE=85072 SLE=78135 SRE=80935;;;;;;;;;;;;;;;
3256;301.036.724;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=80935 Ack=1137 Win=31744 Len=1400;;;;;;;;;;;;;;;
3257;301.036.724;23.111.9.35;192.168.43.47;TLSv1.2;1454;[TCP Fast Retransmission] , Encrypted Heartbeat;;;;;;;;;;;;;;;
3258;301.036.795;192.168.43.47;23.111.9.35;TCP;66;[TCP Dup ACK 3251#4] 65129  >  443 [ACK] Seq=1137 Ack=76735 Win=65792 Len=0 SLE=78135 SRE=85072;;;;;;;;;;;;;;;
3259;301.036.911;192.168.43.47;23.111.9.35;TCP;54;65129  >  443 [ACK] Seq=1137 Ack=85072 Win=65792 Len=0;;;;;;;;;;;;;;;
3260;301.038.485;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=8206 Ack=3554 Win=75520 Len=0;;;;;;;;;;;;;;;
3261;301.050.842;23.111.9.35;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65129 [ACK] Seq=50135 Ack=1137 Win=31744 Len=1400[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)];;;;;;;;;;;;;;;
3262;301.050.976;192.168.43.47;23.111.9.35;TCP;66;[TCP Dup ACK 3259#1] 65129  >  443 [ACK] Seq=1137 Ack=85072 Win=65792 Len=0 SLE=50135 SRE=51535;;;;;;;;;;;;;;;
3263;301.051.348;172.67.38.97;192.168.43.47;TLSv1.3;1101;Application Data;;;;;;;;;;;;;;;
3264;301.051.348;172.67.38.97;192.168.43.47;TLSv1.3;85;Application Data;;;;;;;;;;;;;;;
3265;301.051.459;192.168.43.47;172.67.38.97;TCP;54;65122  >  443 [ACK] Seq=1747 Ack=17590 Win=65792 Len=0;;;;;;;;;;;;;;;
3266;301.063.629;103.208.137.6;192.168.43.47;TCP;54;443  >  65120 [ACK] Seq=41847 Ack=4124 Win=64128 Len=0;;;;;;;;;;;;;;;
3267;301.067.187;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=5053 Ack=174994 Win=65536 Len=0;;;;;;;;;;;;;;;
3268;301.087.974;103.208.137.6;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65120 [ACK] Seq=46012 Ack=4124 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3269;301.088.138;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 3211#1] 65120  >  443 [ACK] Seq=4124 Ack=41847 Win=65792 Len=0 SLE=46012 SRE=47412;;;;;;;;;;;;;;;
3270;301.089.120;103.208.137.6;192.168.43.47;TCP;1387;[TCP Previous segment not captured] 443  >  65120 [PSH, ACK] Seq=48812 Ack=4124 Win=64128 Len=1333 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3271;301.089.120;103.208.137.6;192.168.43.47;TCP;1454;443  >  65120 [ACK] Seq=50145 Ack=4124 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3272;301.089.120;103.208.137.6;192.168.43.47;TLSv1.2;1454;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
3273;301.089.120;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65120 [ACK] Seq=41847 Ack=4124 Win=64128 Len=1400;;;;;;;;;;;;;;;
3274;301.089.120;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65120 [ACK] Seq=52945 Ack=4124 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
3275;301.089.297;192.168.43.47;103.208.137.6;TCP;74;[TCP Dup ACK 3211#2] 65120  >  443 [ACK] Seq=4124 Ack=41847 Win=65792 Len=0 SLE=48812 SRE=50145 SLE=46012 SRE=47412;;;;;;;;;;;;;;;
3276;301.089.455;192.168.43.47;103.208.137.6;TCP;74;[TCP Dup ACK 3211#3] 65120  >  443 [ACK] Seq=4124 Ack=41847 Win=65792 Len=0 SLE=48812 SRE=51545 SLE=46012 SRE=47412;;;;;;;;;;;;;;;
3277;301.089.543;192.168.43.47;103.208.137.6;TCP;82;[TCP Dup ACK 3211#4] 65120  >  443 [ACK] Seq=4124 Ack=41847 Win=65792 Len=0 SLE=54345 SRE=55745 SLE=48812 SRE=51545 SLE=46012 SRE=47412;;;;;;;;;;;;;;;
3278;301.089.645;192.168.43.47;103.208.137.6;TCP;82;65120  >  443 [ACK] Seq=4124 Ack=43247 Win=65792 Len=0 SLE=54345 SRE=55745 SLE=48812 SRE=51545 SLE=46012 SRE=47412;;;;;;;;;;;;;;;
3279;301.089.731;192.168.43.47;103.208.137.6;TCP;82;[TCP Dup ACK 3278#1] 65120  >  443 [ACK] Seq=4124 Ack=43247 Win=65792 Len=0 SLE=52945 SRE=55745 SLE=48812 SRE=51545 SLE=46012 SRE=47412;;;;;;;;;;;;;;;
